"username","Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"matt","spotify:track:3MLmUZ3cd1zBHJa7A5IMOM","Nothing Is Bad","spotify:artist:5QEQTOTzN3kxmK41BaLFK5","Grady Spencer & the Work","spotify:album:0mLQMmcTKrBn2jJSxgYwdT","The Line Between","spotify:artist:5QEQTOTzN3kxmK41BaLFK5","Grady Spencer & the Work","2016-04-22","https://i.scdn.co/image/ab67616d0000b27387b9240bff8634630e0b8493","1","3","245906","https://p.scdn.co/mp3-preview/91025e33bbccb667c8aad9b3c385154bd51260a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","QMAAK1659364","","2021-03-16T15:49:24Z","red dirt","0.552","0.689","1","-4.92","0","0.0442","0.224","0.000182","0.116","0.471","169.729","4","","Grady Spencer & the Work","C 2016 Grady Spencer & the Work, P 2016 Grady Spencer & the Work"
"matt","spotify:track:0AQquaENerGps8BQmbPw14","Big Iron","spotify:artist:0Xi59sEw38vRvwleSAVqoo","Marty Robbins","spotify:album:3kQpBS26lAj0A0VGl1snRl","Gunfighter Ballads And Trail Songs","spotify:artist:0Xi59sEw38vRvwleSAVqoo","Marty Robbins","1959","https://i.scdn.co/image/ab67616d0000b273084051346f432cc68a1279cd","1","1","235733","https://p.scdn.co/mp3-preview/b80beb7f651dd44d498e70082e57bd7a96f9fe7d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USSM15901193","","2021-03-13T14:12:27Z","cowboy western,nashville sound","0.726","0.474","1","-7.834","0","0.0491","0.803","0","0.258","0.57","116.027","4","","Columbia/Legacy","P Originally Released 1958, 1959, 1960, (P) 1999 SONY BMG MUSIC ENTERTAINMENT"
"matt","spotify:track:4xxn8GDqs7RUwgZTNznXNp","Dueling Banjos","spotify:artist:2dIzGSHkciATTqFH3Xox5g, spotify:artist:77PPhg2y4Efayq60Xgumgj","Eric Weissberg, Steve Mandell","spotify:album:2Okci4K13UGLBJRMApE2sB","Dueling Banjos From The Original Sound Track Of Deliverance And Additional Music","spotify:artist:2dIzGSHkciATTqFH3Xox5g","Eric Weissberg","1973","https://i.scdn.co/image/ab67616d0000b273f0370c00d5a5336e181da900","1","1","194879","https://p.scdn.co/mp3-preview/1c29abe07adfaa0cb78fe73a1dec20c8407df4f6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","USWB19904166","","2021-03-13T14:01:32Z","banjo","0.417","0.484","9","-8.781","1","0.0791","0.409","0.959","0.0663","0.501","149.79","4","","Rhino/Warner Records","C © 1973 Atlantic Recording Corp. Manufactured & Marketed by Warner Strategic Marketing, P ℗ 1973 Atlantic Recording Corp. Manufactured & Marketed by Warner Strategic Marketing"
"matt","spotify:track:0DiWol3AO6WpXZgp0goxAV","One More Time","spotify:artist:4tZwfgrHOc3mvqYlEYSvVi","Daft Punk","spotify:album:2noRn2Aes5aoNVsU6iWThc","Discovery","spotify:artist:4tZwfgrHOc3mvqYlEYSvVi","Daft Punk","2001-03-12","https://i.scdn.co/image/ab67616d0000b273b33d46dfa2635a47eebf63b2","1","1","320357","https://p.scdn.co/mp3-preview/5e7d7e1faefc00e347d0a1c958d4b7f52baa3a44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","GBDUW0000053","","2021-03-11T19:22:34Z","electro,filter house,rock","0.613","0.697","2","-8.618","1","0.133","0.0194","0","0.332","0.476","122.746","4","","Daft Life Ltd./ADA France","C Distributed exclusively by Warner Music France / ADA France, © 2001 Daft Life Ltd., P Distributed exclusively by Warner Music France / ADA France, ℗ 2001 Daft Life Ltd."
"matt","spotify:track:69Z9CGFvblV0qTb6wMoCpP","Song for Denise","spotify:artist:3fwPbUnAOAhzd60TyDfE8t","Piano Fantasia","spotify:album:3k638JBOLOgKFpXepL3FwQ","Best of Collector: Piano Fantasia (Le meilleur des années 80)","spotify:artist:3fwPbUnAOAhzd60TyDfE8t","Piano Fantasia","2012-03-19","https://i.scdn.co/image/ab67616d0000b27319609bb5f5c4dcaaf7c83bbd","1","1","192468","https://p.scdn.co/mp3-preview/ce73f9b473b9f1492800cadd3a6a2da8a5bb6321?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","FR57F8500690","","2021-03-10T16:41:50Z","","0.797","0.65","0","-6.983","0","0.0345","0.00369","0.892","0.2","0.954","102.414","4","","Musiques & Solutions","C 2012 Musiques & Solutions, P 2012 C.r.c. Editions / Musiques & Solutions"
"matt","spotify:track:0vz64VTiPPBpcmla0QvAI9","Back Against the Wall","spotify:artist:26T3LtbuGT1Fu9m0eRq5X3","Cage The Elephant","spotify:album:7H814Cg8HV0qpoMheYbhNn","Cage The Elephant (Expanded Edition)","spotify:artist:26T3LtbuGT1Fu9m0eRq5X3","Cage The Elephant","2009-03-24","https://i.scdn.co/image/ab67616d0000b273e4800c920780ac18d4ab6730","1","6","228320","https://p.scdn.co/mp3-preview/40cf18bdc2f62f1faf4611df17989601e863a66e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USJI10900295","","2021-03-10T03:57:32Z","modern alternative rock,modern rock,pov: indie,punk blues,rock","0.598","0.743","1","-6.163","1","0.0305","0.000643","0","0.112","0.534","110.334","4","","Jive/Legacy","P (P) 2009 RCA Records, a division of Sony Music Entertainment"
"matt","spotify:track:35OVbqhT8KWwfIip7fKJbw","Time in Disguise","spotify:artist:2qk9voo8llSGYcZ6xrBzKx","Kings of Leon","spotify:album:5mi6IbVDNVKpOO702ejPn6","When You See Yourself","spotify:artist:2qk9voo8llSGYcZ6xrBzKx","Kings of Leon","2021-03-05","https://i.scdn.co/image/ab67616d0000b27377253620f08397c998d18d78","1","7","285640","https://p.scdn.co/mp3-preview/b6f51a3dc7d26f034030b19852a4ccf0cf68b1cc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USRC12000598","","2021-03-09T02:48:50Z","modern rock,rock","0.604","0.567","8","-8.673","0","0.0275","0.288","0.186","0.0992","0.345","123.934","4","","RCA Records Label","P (P) 2021 RCA Records, a division of Sony Music Entertainment"
"matt","spotify:track:4cM0qNo02rp56x7c6nlx6T","F.B.G.M. (feat. Young M.A.)","spotify:artist:3aQeKQSyrW4qWr35idm0cy, spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9","T-Pain, Young M.A","spotify:album:5x7rl9blMybEIwYRE9LZO8","F.B.G.M. (feat. Young M.A.)","spotify:artist:3aQeKQSyrW4qWr35idm0cy","T-Pain","2017-05-26","https://i.scdn.co/image/ab67616d0000b2730940c047c4172d21a282e9b8","1","1","188832","https://p.scdn.co/mp3-preview/93dd7a2244ea9cccca8a992090e3eee60221a7e4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","51","USRC11700458","","2021-03-08T14:57:56Z","dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,alternative r&b,lgbtq+ hip hop,nyc rap,rap,trap","0.682","0.657","10","-3.632","0","0.0447","0.123","0","0.166","0.215","77.5","4","","Nappy Boy/Konvict Muzik/RCA Records","P (P) 2017 RCA Records, a division of Sony Music Entertainment"
"matt","spotify:track:0UV5zxRMz6AO4ZwUOZNIKI","Where'd All the Time Go?","spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7","Dr. Dog","spotify:album:16XswZ18xhMs8qUTN51mRl","Shame, Shame (Deluxe Edition)","spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7","Dr. Dog","2010-11-02","https://i.scdn.co/image/ab67616d0000b2730478062bc04df0947d232fcb","1","5","234800","https://p.scdn.co/mp3-preview/7000261f94bf9cdb8158ebef1aabee6bc4df8c6b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USEP40937005","","2021-02-23T20:25:45Z","chamber pop,indie rock,modern folk rock,philly indie,pov: indie,seattle indie,stomp and holler","0.454","0.82","2","-4.193","1","0.0567","0.132","0.000969","0.115","0.575","166.303","4","","Anti/Epitaph","C 2010 Anti Inc., P 2010 Anti Inc."
"matt","spotify:track:7lQWRAjyhTpCWFC0jmclT4","Gangsta's Paradise","spotify:artist:3y24n3XhZ96wgwRXjvS17T, spotify:artist:2LhsePRtgCo4THVKULQBL7","Coolio, L.V.","spotify:album:0fYctMs4EvoEqzDh8Kmg5g","Gangsta's Paradise","spotify:artist:3y24n3XhZ96wgwRXjvS17T","Coolio","1995-11-07","https://i.scdn.co/image/ab67616d0000b2737632fe25cd368dc205927f0c","1","2","240693","","false","10","USTB10400128","","2021-02-18T23:34:02Z","g funk,gangster rap,hip hop,west coast rap","0.647","0.514","8","-10.05","1","0.0593","0.0655","0","0.398","0.387","79.974","4","","Tommy Boy Music, LLC","C 2005 Tommy Boy Music, LLC, P 2005 Tommy Boy Music, LLC"
"matt","spotify:track:4Xv41B0BJRcMBJYpavNDfD","We Come Running","spotify:artist:6VXZCpbkwm0W0aPjQR1t4K","Youngblood Hawke","spotify:album:20H8EV43UpeAHF35ivADsz","Youngblood Hawke","spotify:artist:6VXZCpbkwm0W0aPjQR1t4K","Youngblood Hawke","2012-01-01","https://i.scdn.co/image/ab67616d0000b2731570c324362cea41940c944f","1","2","248600","https://p.scdn.co/mp3-preview/098df56b7f01c7fb4d69f65b7e5b5dc8b331a69d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USUM71208397","","2021-02-17T19:39:27Z","la indie,shimmer pop","0.56","0.736","10","-7.014","1","0.041","0.000287","0.00303","0.118","0.31","124.983","4","","Universal Records","C © 2012 Universal Republic Records, a division of UMG Recordings, Inc., P ℗ 2012 Universal Republic Records, a division of UMG Recordings, Inc."
